GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
TANGO5	FBgn0052675	FBtr0071500	FBpp0071429		Q9W2S1
TANGO5	FBgn0052675	FBtr0334457	FBpp0306533		C9QP43
TANGO5	FBgn0052675	FBtr0334457	FBpp0306533		Q7KVQ7
TANGO5	FBgn0052675	FBtr0334457	FBpp0306533		Q9W2S1
TANGO5	FBgn0052675	FBtr0071501	FBpp0071430		Q9W2S1
TANGO5	FBgn0052675	FBtr0346377	FBpp0312071		Q9W2S1
CPR49AB	FBgn0050042	FBtr0087914	FBpp0087025		Q29QQ5
CPR49AB	FBgn0050042	FBtr0087914	FBpp0087025		F2FB90
CPR49AB	FBgn0050042	FBtr0087914	FBpp0087025		A1Z8Y3
GRASP65	FBgn0036919	FBtr0074895	FBpp0074664		Q9VW57
CG12391	FBgn0033581	FBtr0088205	FBpp0087300		Q7K4G8
CG4686	FBgn0038739	FBtr0083816	FBpp0083226		Q9VDT4
CG4686	FBgn0038739	FBtr0334307	FBpp0306422		C6TP44
CG4686	FBgn0038739	FBtr0334307	FBpp0306422		Q9VDT4
L(2)GL	FBgn0002121	FBtr0306589	FBpp0297544	P08111	M9NCX1
L(2)GL	FBgn0002121	FBtr0078169	FBpp0077827
L(2)GL	FBgn0002121	FBtr0330655	FBpp0303505		M9PBJ2
L(2)GL	FBgn0002121	FBtr0306592	FBpp0297547	P08111	M9NCX1
L(2)GL	FBgn0002121	FBtr0078170	FBpp0077828	P08111	M9NCX1
L(2)GL	FBgn0002121	FBtr0078168	FBpp0077826
L(2)GL	FBgn0002121	FBtr0078167	FBpp0077825
L(2)GL	FBgn0002121	FBtr0306590	FBpp0297545	P08111	M9NCX1
L(2)GL	FBgn0002121	FBtr0078166	FBpp0077824
L(2)GL	FBgn0002121	FBtr0306591	FBpp0297546	P08111	M9NCX1
L(2)GL	FBgn0002121	FBtr0078171	FBpp0077829	P08111	M9NCX1
ROD	FBgn0003268	FBtr0085795	FBpp0085156		O96695
ROD	FBgn0003268	FBtr0085795	FBpp0085156		Q9V9W7
PAV	FBgn0011692	FBtr0073227	FBpp0073083		O62528
PAV	FBgn0011692	FBtr0073227	FBpp0073083		B6UY96
PAV	FBgn0011692	FBtr0073227	FBpp0073083		Q8SXT9
PAV	FBgn0011692	FBtr0073227	FBpp0073083		O16048
PAV	FBgn0011692	FBtr0073227	FBpp0073083		Q9VZF5
CG7289	FBgn0031379	FBtr0077815	FBpp0077491		Q9VQ60
CG4666	FBgn0029838	FBtr0345900	FBpp0311824	Q9W440	X2JEA2
CG4666	FBgn0029838	FBtr0070887	FBpp0070852	Q9W440	X2JEA2
SNAP25	FBgn0011288	FBtr0111143	FBpp0110435	P36975
SNAP25	FBgn0011288	FBtr0304625	FBpp0293167
SBF	FBgn0025802	FBtr0082529	FBpp0082003		O96610
SBF	FBgn0025802	FBtr0082529	FBpp0082003		Q9VGH9
SBF	FBgn0025802	FBtr0082530	FBpp0082004		Q960A9
SBF	FBgn0025802	FBtr0082530	FBpp0082004		Q7KSP6
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6E0
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6D5
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6D1
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I0B9
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6E3
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6D7
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I0A3
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6D0
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q8I6E2
CG3592	FBgn0029642	FBtr0070551	FBpp0070526		Q9W4U9
CG11391	FBgn0038732	FBtr0083789	FBpp0083203		Q4V5S6
CG11391	FBgn0038732	FBtr0083789	FBpp0083203		Q4V5Z0
CG11391	FBgn0038732	FBtr0083789	FBpp0083203		Q9VDU2
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G7
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G8
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5H0
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G4
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G3
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G9
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	C0MLE0
CG9125	FBgn0030793	FBtr0074352	FBpp0074126	Q9VXA8	B4F5G2
CG16723	FBgn0039092	FBtr0304611	FBpp0293153		D6W4V9
CG16723	FBgn0039092	FBtr0304611	FBpp0293153		Q9VCK8
CPR5C	FBgn0029811	FBtr0070815	FBpp0070781		Q9W471
FUCA	FBgn0036169	FBtr0100588	FBpp0100046	Q9VTJ4
FUCA	FBgn0036169	FBtr0346860	FBpp0312400	Q9VTJ4
OR71A	FBgn0036474	FBtr0075659	FBpp0075412	Q9VUK5	D4G7F8
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8D0
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D4G7C4
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8C7
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8D2
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8C9
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8D1
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8D3
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		D7F8C8
OR71A	FBgn0036474	FBtr0310278	FBpp0301961		M9NFD3
CG6950	FBgn0037955	FBtr0082520	FBpp0081994		Q8SXC2
CG6950	FBgn0037955	FBtr0082522	FBpp0081996		Q8SXC2
CG6950	FBgn0037955	FBtr0082519	FBpp0081993		Q8SXC2
CG6950	FBgn0037955	FBtr0082521	FBpp0081995		Q8IGP9
CG6950	FBgn0037955	FBtr0082521	FBpp0081995		Q8SXC2
CG17249	FBgn0035249	FBtr0072810	FBpp0072692		Q9W0B6
CG42815	FBgn0261997	FBtr0303827	FBpp0292834		M9MRX3
MED8	FBgn0034503	FBtr0086297	FBpp0085609	A1ZBT5	B6IDR6
ALPHATUB67C	FBgn0087040	FBtr0076393	FBpp0076122	P06606	Q6NP92
MCM5	FBgn0017577	FBtr0082279	FBpp0081756	Q9VGW6
CG3719	FBgn0024986	FBtr0070233	FBpp0070224		O76877
CG10298	FBgn0037432	FBtr0081710	FBpp0081207		Q9VI08
CG11666	FBgn0040648	FBtr0077240	FBpp0076933		Q9VRD2
CG42784	FBgn0263354	FBtr0308952	FBpp0301051		A0A0R4STL4
CG42784	FBgn0263354	FBtr0308952	FBpp0301051		M9NDP3
CG42784	FBgn0263354	FBtr0308949	FBpp0301048		M9MRJ1
CG42784	FBgn0263354	FBtr0303440	FBpp0292497		Q9VJX4
GOLGIN84	FBgn0039188	FBtr0084629	FBpp0084013	Q8SZ63
CG2924	FBgn0023528	FBtr0300793	FBpp0290017		Q29R09
CG2924	FBgn0023528	FBtr0345315	FBpp0311475		Q8T3U4
CG2924	FBgn0023528	FBtr0345315	FBpp0311475		O46068
CG2924	FBgn0023528	FBtr0345315	FBpp0311475		Q86M59
CG2924	FBgn0023528	FBtr0345315	FBpp0311475		Q29R09
CG2924	FBgn0023528	FBtr0346648	FBpp0312228		Q29R09
CG2924	FBgn0023528	FBtr0070412	FBpp0070396		Q29R09
UGT86DH	FBgn0040252	FBtr0082340	FBpp0081816		Q9VGS7
UGT86DH	FBgn0040252	FBtr0335217	FBpp0307204		C5WLS6
UGT86DH	FBgn0040252	FBtr0335217	FBpp0307204		Q9VGS7
L(3)MBT	FBgn0002441	FBtr0085175	FBpp0084545		O76931
L(3)MBT	FBgn0002441	FBtr0085175	FBpp0084545		Q9VB52
CG17325	FBgn0040993	FBtr0299685	FBpp0288963		Q9VJ48
CG17325	FBgn0040993	FBtr0081102	FBpp0080652		Q9VJ48
CG17325	FBgn0040993	FBtr0345443	FBpp0311567		Q9VJ48
L(2)K14710	FBgn0021847	FBtr0305967	FBpp0297109		A0A0B4K7H0
L(2)K14710	FBgn0021847	FBtr0086000	FBpp0085344		Q7KN74
VPS4	FBgn0027605	FBtr0342787	FBpp0309628		Q9Y162
VPS4	FBgn0027605	FBtr0074504	FBpp0074278		Q9Y162
CG18472	FBgn0039463	FBtr0085068	FBpp0084440		Q9VBA1
CG5316	FBgn0038704	FBtr0083758	FBpp0083172	Q8MSG8
CG5316	FBgn0038704	FBtr0306251	FBpp0297361		A0A0B4K6P9
CG5316	FBgn0038704	FBtr0083760	FBpp0083174	Q8MSG8	A0A0B4K6P9
CG5316	FBgn0038704	FBtr0083759	FBpp0083173
PCX	FBgn0003048	FBtr0332381	FBpp0304655	P18490	M9PGB7
PCX	FBgn0003048	FBtr0344153	FBpp0310566	P18490	M9PGB7
PCX	FBgn0003048	FBtr0342766	FBpp0309618		M9PGU2
SLS	FBgn0086906	FBtr0332683	FBpp0304929		M9PDS8
SLS	FBgn0086906	FBtr0072848	FBpp0072727
SLS	FBgn0086906	FBtr0332681	FBpp0304927		M9PBI9
SLS	FBgn0086906	FBtr0332681	FBpp0304927		M9PDZ9
SLS	FBgn0086906	FBtr0332681	FBpp0304927		M9PDS3
SLS	FBgn0086906	FBtr0332681	FBpp0304927		M9PGZ0
SLS	FBgn0086906	FBtr0332675	FBpp0304921		M9PGY4
SLS	FBgn0086906	FBtr0332675	FBpp0304921		M9PEA5
SLS	FBgn0086906	FBtr0332675	FBpp0304921		M9PDZ6
SLS	FBgn0086906	FBtr0332676	FBpp0304922	Q9I7U4	M9PEA0
SLS	FBgn0086906	FBtr0332676	FBpp0304922	Q9I7U4	M9PBJ0
SLS	FBgn0086906	FBtr0332676	FBpp0304922	Q9I7U4	M9PDS8
SLS	FBgn0086906	FBtr0332676	FBpp0304922	Q9I7U4	M9PGY4
SLS	FBgn0086906	FBtr0309042	FBpp0301063		M9NDX0
SLS	FBgn0086906	FBtr0332678	FBpp0304924		M9PDS3
SLS	FBgn0086906	FBtr0332680	FBpp0304926		M9PDZ9
SLS	FBgn0086906	FBtr0332674	FBpp0304920		M9PEA0
SLS	FBgn0086906	FBtr0332677	FBpp0304923	Q9I7U4	M9PEA5
SLS	FBgn0086906	FBtr0332677	FBpp0304923	Q9I7U4	M9PBJ0
SLS	FBgn0086906	FBtr0332677	FBpp0304923	Q9I7U4	M9PDS8
SLS	FBgn0086906	FBtr0332677	FBpp0304923	Q9I7U4	M9PDZ6
SLS	FBgn0086906	FBtr0332677	FBpp0304923	Q9I7U4	M9PBI9
SLS	FBgn0086906	FBtr0332679	FBpp0304925	Q9I7U4	M9PEA5
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9NDX0
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9PDZ6
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9PBI9
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9PDZ9
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9PDS3
SLS	FBgn0086906	FBtr0332682	FBpp0304928		M9PBJ0
SLS	FBgn0086906	FBtr0332684	FBpp0304930		M9PGZ0
SLS	FBgn0086906	FBtr0332684	FBpp0304930		M9PGY4
SLS	FBgn0086906	FBtr0332684	FBpp0304930		M9PEA9
CG7206	FBgn0030892	FBtr0089576	FBpp0089022		Q9VWY9
CG7206	FBgn0030892	FBtr0089576	FBpp0089022		F3YDM7
CG7206	FBgn0030892	FBtr0089576	FBpp0089022		Q7KUW4
CG7206	FBgn0030892	FBtr0308352	FBpp0300671		M9NFB4
CG9691	FBgn0030160	FBtr0071392	FBpp0071327		Q9W306
CG9691	FBgn0030160	FBtr0071391	FBpp0071326		Q9W306
CG43313	FBgn0263005	FBtr0346130	FBpp0311959		Q1WWF6
CG43313	FBgn0263005	FBtr0346130	FBpp0311959		Q8SX70
CG43313	FBgn0263005	FBtr0346130	FBpp0311959		Q9VYH2
CG43313	FBgn0263005	FBtr0306847	FBpp0297743		Q9VYH2
CG10654	FBgn0036294	FBtr0332644	FBpp0304890		M9PFA9
CG10654	FBgn0036294	FBtr0075971	FBpp0075703		Q4V5B7
CG10654	FBgn0036294	FBtr0075971	FBpp0075703		Q8MTU5
CG10654	FBgn0036294	FBtr0075971	FBpp0075703		Q4V5B2
CG10654	FBgn0036294	FBtr0075971	FBpp0075703		Q9VTY7
LHR	FBgn0034217	FBtr0086917	FBpp0086073		A0SVS4
LHR	FBgn0034217	FBtr0086917	FBpp0086073		A0PKA3
LHR	FBgn0034217	FBtr0086917	FBpp0086073		Q95RV3
CG42700	FBgn0261611	FBtr0302922	FBpp0292048		Q6IGL5
CG42700	FBgn0261611	FBtr0302922	FBpp0292048		C6SUS8
CG42700	FBgn0261611	FBtr0332924	FBpp0305144		A0A0B4KEN0
CG42700	FBgn0261611	FBtr0302923	FBpp0292049		A1Z8V8
CG42700	FBgn0261611	FBtr0332922	FBpp0305142		A0A0B4KFQ9
CG42700	FBgn0261611	FBtr0332923	FBpp0305143		A0A0B4KFG4
CG42700	FBgn0261611	FBtr0345483	FBpp0311595		C6SUS8
CG42700	FBgn0261611	FBtr0345482	FBpp0311594		A0A0B4LF70
CG42700	FBgn0261611	FBtr0345481	FBpp0311593		C6SUS8
CG4769	FBgn0035600	FBtr0077144	FBpp0076848		Q9VRL0
CG4769	FBgn0035600	FBtr0306086	FBpp0297223		Q9VRL0
GLURIB	FBgn0264000	FBtr0330341	FBpp0303373		M9PHV5
GLURIB	FBgn0264000	FBtr0330341	FBpp0303373		Q9TVG7
GLURIB	FBgn0264000	FBtr0330341	FBpp0303373		A0A0S0WIE7
GLURIB	FBgn0264000	FBtr0334765	FBpp0306805		Q32KE2
GLURIB	FBgn0264000	FBtr0334765	FBpp0306805		Q9VSV5
GLURIB	FBgn0264000	FBtr0330340	FBpp0303372		Q9VSV5
GLURIB	FBgn0264000	FBtr0346866	FBpp0312406		A0A0S0WIE7
CG8306	FBgn0034142	FBtr0087120	FBpp0086266	Q960W6
CG33454	FBgn0053454	FBtr0086565	FBpp0085749		A1ZBI1
TRX	FBgn0003862	FBtr0082949	FBpp0082408
TRX	FBgn0003862	FBtr0082948	FBpp0082407
TRX	FBgn0003862	FBtr0100277	FBpp0099668
TRX	FBgn0003862	FBtr0082950	FBpp0082409	P20659
TRX	FBgn0003862	FBtr0082947	FBpp0082406	P20659
MST77Y-4	FBgn0267490	FBtr0346739	FBpp0312346		D0EP93
MST77Y-4	FBgn0267490	FBtr0346739	FBpp0312346		D0EP91
CG34224	FBgn0085253	FBtr0112417	FBpp0111332		A2VEI6
CG34224	FBgn0085253	FBtr0112417	FBpp0111332		Q6IGP6
CG15068	FBgn0040733	FBtr0086727	FBpp0085906		A1ZB64
CONU	FBgn0039994	FBtr0345008	FBpp0311259		Q8T0G4
CONU	FBgn0039994	FBtr0111288	FBpp0110554		Q8T0G4
CONU	FBgn0039994	FBtr0111287	FBpp0110498		C9QP26
CONU	FBgn0039994	FBtr0111287	FBpp0110498		Q8T0G4
CONU	FBgn0039994	FBtr0111285	FBpp0110582		Q8T0G4
CONU	FBgn0039994	FBtr0302385	FBpp0291580		Q8T0G4
P38C	FBgn0267339	FBtr0084582	FBpp0083967	P83100
BSH	FBgn0000529	FBtr0089320	FBpp0088920	Q04787
BSH	FBgn0000529	FBtr0343855	FBpp0310398	Q04787
SRP68	FBgn0035947	FBtr0076517	FBpp0076244	Q9VSS2
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F569
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F567
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F573
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F571
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F576
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F574
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F566
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		C0ML52
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		B4F572
CG5662	FBgn0030620	FBtr0346086	FBpp0311920		Q8T4F2
CG5662	FBgn0030620	FBtr0073999	FBpp0073816		Q8T4F2
CG4562	FBgn0038740	FBtr0113250	FBpp0112162		Q5BI72
CG4562	FBgn0038740	FBtr0330035	FBpp0303068		Q5BI72
CG4562	FBgn0038740	FBtr0330036	FBpp0303069		A0A0B4KGI0
CG4562	FBgn0038740	FBtr0330034	FBpp0303067		Q9VDT3
CG4562	FBgn0038740	FBtr0083859	FBpp0083268		Q9VDT3
CNIR	FBgn0243513	FBtr0077666	FBpp0077350		C4XVF7
CNIR	FBgn0243513	FBtr0077666	FBpp0077350		Q9VQL3
CG43139	FBgn0262613	FBtr0305290	FBpp0293833		C1C3D9
CG43139	FBgn0262613	FBtr0305290	FBpp0293833		A0A0B4K7A1
CG43139	FBgn0262613	FBtr0305291	FBpp0293834		A0A0B4K7A1
JON99CI	FBgn0003358	FBtr0085511	FBpp0084877	P17207
ASRIJ	FBgn0034793	FBtr0332909	FBpp0305129		A0A0B4KF31
ASRIJ	FBgn0034793	FBtr0071902	FBpp0071813	Q9W1X9
MRPL23	FBgn0035335	FBtr0289966	FBpp0288404	Q9W021	M9PE14
MRPL23	FBgn0035335	FBtr0331416	FBpp0303833	Q9W021	M9PE14
MRPL23	FBgn0035335	FBtr0331415	FBpp0303832	Q9W021	M9PE14
MRPL23	FBgn0035335	FBtr0072900	FBpp0072778	Q9W021	M9PE14
LSP1BETA	FBgn0002563	FBtr0078025	FBpp0077690	P11996	X2J8F5
LSP1BETA	FBgn0002563	FBtr0345738	FBpp0311765	P11996	X2J8F5
CG34458	FBgn0085487	FBtr0112764	FBpp0111676		D9PTT4
CG34458	FBgn0085487	FBtr0112764	FBpp0111676		A8DYG0
CG6770	FBgn0032400	FBtr0080306	FBpp0079890		Q9VKC5
HOLN1	FBgn0032250	FBtr0080026	FBpp0079616	Q9VKV5
CG9813	FBgn0038143	FBtr0335460	FBpp0307437		A0A0B4KFY8
CG9813	FBgn0038143	FBtr0082770	FBpp0082238		Q8INH2
CG9813	FBgn0038143	FBtr0082766	FBpp0082234		Q0KI76
CG9813	FBgn0038143	FBtr0082768	FBpp0082236		Q0KI76
CG9813	FBgn0038143	FBtr0082767	FBpp0082235		Q8INH2
CG9813	FBgn0038143	FBtr0082769	FBpp0082237		Q0KI76
CG9813	FBgn0038143	FBtr0082765	FBpp0082233		Q0KI76
CG9780	FBgn0037230	FBtr0078959	FBpp0078599		Q9VN01
CG7298	FBgn0036948	FBtr0074859	FBpp0074628		Q7Z2C7
CG7298	FBgn0036948	FBtr0074859	FBpp0074628		Q9VW90
CG30471	FBgn0050471	FBtr0329954	FBpp0302986		F7VJS4
BDG	FBgn0034049	FBtr0087298	FBpp0086433		Q0E961
BDG	FBgn0034049	FBtr0087299	FBpp0086434		Q0E961
BDG	FBgn0034049	FBtr0340017	FBpp0309031		A0A0B4LF97
BDG	FBgn0034049	FBtr0087300	FBpp0086435		Q8MSR0
BDG	FBgn0034049	FBtr0087300	FBpp0086435		Q0E961
MLC1	FBgn0002772	FBtr0085195	FBpp0084565
MLC1	FBgn0002772	FBtr0344131	FBpp0310544	P06742	E6PBY9
MLC1	FBgn0002772	FBtr0344131	FBpp0310544	P06742	D6W4L2
MLC1	FBgn0002772	FBtr0344131	FBpp0310544	P06742	A0A0B4LHS1
MLC1	FBgn0002772	FBtr0085196	FBpp0084566	P06742	A0A0B4LHS1
CG12728	FBgn0029825	FBtr0343052	FBpp0309798		Q9W455
CG12728	FBgn0029825	FBtr0070859	FBpp0070824		Q9W455
HP6	FBgn0031613	FBtr0077444	FBpp0077134		Q9VR09
ILP6	FBgn0044047	FBtr0333731	FBpp0305878	Q9W4Z4	E7BBS5
ILP6	FBgn0044047	FBtr0303997	FBpp0292966	Q9W4Z4	T2HXA7
ILP6	FBgn0044047	FBtr0303997	FBpp0292966	Q9W4Z4	E7BBS5
ILP6	FBgn0044047	FBtr0070406	FBpp0070390	Q9W4Z4	E7BBS5
ILP6	FBgn0044047	FBtr0303998	FBpp0292967	Q9W4Z4	E7BBS5
SFP33A3	FBgn0259964	FBtr0300310	FBpp0289538		B4ZJ97
SFP33A3	FBgn0259964	FBtr0300310	FBpp0289538		C4XVH1
SFP33A3	FBgn0259964	FBtr0300310	FBpp0289538		E1JHG2
VLC	FBgn0259978	FBtr0300502	FBpp0289729		Q7K1T1
VLC	FBgn0259978	FBtr0086041	FBpp0085377		Q7K1T1
VLC	FBgn0259978	FBtr0307531	FBpp0300186		A0A0D3QTI5
VLC	FBgn0259978	FBtr0307531	FBpp0300186		Q7K1T1
VLC	FBgn0259978	FBtr0086040	FBpp0085376		A0A0D3QTB9
VLC	FBgn0259978	FBtr0086040	FBpp0085376		A1Z6H4
VLC	FBgn0259978	FBtr0086039	FBpp0085375		Q7K1T1
VLC	FBgn0259978	FBtr0307530	FBpp0300185		Q7K1T1
VLC	FBgn0259978	FBtr0307532	FBpp0300187		Q7K1T1
VLC	FBgn0259978	FBtr0300503	FBpp0289730		Q7K1T1
CG8584	FBgn0033322	FBtr0088724	FBpp0087803		Q7JY68
CG15332	FBgn0029986	FBtr0071127	FBpp0071079	Q9W3M2
CG14327	FBgn0038526	FBtr0083465	FBpp0082906		Q9VEH9
CG14327	FBgn0038526	FBtr0345206	FBpp0311401		Q9VEH9
CG10428	FBgn0032724	FBtr0081132	FBpp0080676	Q9VJ34
CG43273	FBgn0262962	FBtr0345326	FBpp0311486
CG43273	FBgn0262962	FBtr0306717	FBpp0297653		A0A126GV20
CG43273	FBgn0262962	FBtr0306717	FBpp0297653		A0A0B4K6J9
CG4596	FBgn0037849	FBtr0082289	FBpp0081766		Q9VGV1
CPB	FBgn0011570	FBtr0077881	FBpp0077549	P48603	M9PBN7
CPB	FBgn0011570	FBtr0331630	FBpp0304020	P48603	M9PBN7
HD	FBgn0086695	FBtr0078802	FBpp0078445	Q9VNA8	A0A126GUQ3
CG8353	FBgn0032002	FBtr0079593	FBpp0079214		Q9VLR2
CG8353	FBgn0032002	FBtr0332415	FBpp0304688		Q9VLR2
D12	FBgn0027490	FBtr0079707	FBpp0079312		Q95R51
D12	FBgn0027490	FBtr0079707	FBpp0079312		Q7KA77
D12	FBgn0027490	FBtr0079707	FBpp0079312		Q9VLL1
GSTD11	FBgn0038029	FBtr0114565	FBpp0113057		Q8SXQ9
GSTD11	FBgn0038029	FBtr0114565	FBpp0113057		B7Z0S9
GSTD11	FBgn0038029	FBtr0082576	FBpp0082048		Q8SXQ9
CG12164	FBgn0033158	FBtr0088963	FBpp0088037		Q960I1
CG12164	FBgn0033158	FBtr0088963	FBpp0088037		H0RNI2
CG12164	FBgn0033158	FBtr0088963	FBpp0088037		A1Z6X0
CG12164	FBgn0033158	FBtr0345800	FBpp0311786		A1Z6X0
ING3	FBgn0030945	FBtr0074614	FBpp0074385		Q8MR26
ING3	FBgn0030945	FBtr0074614	FBpp0074385		Q9VWS0
CG34196	FBgn0085225	FBtr0112389	FBpp0111304		Q6IG77
CG33926	FBgn0053926	FBtr0091930	FBpp0091164		Q4V5U9
CG33926	FBgn0053926	FBtr0091930	FBpp0091164		Q4V5R6
CG33926	FBgn0053926	FBtr0091930	FBpp0091164		Q9VSZ0
CG33926	FBgn0053926	FBtr0344978	FBpp0311233		Q9VSZ0
CG15909	FBgn0033090	FBtr0086122	FBpp0085456		A1Z6N3
SNP	FBgn0265192	FBtr0339099	FBpp0308244		A8WHF7
SNP	FBgn0265192	FBtr0339099	FBpp0308244		Q95RQ4
SNP	FBgn0265192	FBtr0339102	FBpp0308247		Q9W2A1
SNP	FBgn0265192	FBtr0339100	FBpp0308245		Q9W2A1
SNP	FBgn0265192	FBtr0339101	FBpp0308246		Q9W2A1
CYCD	FBgn0010315	FBtr0300393	FBpp0289622		Q9VXM1
CYCD	FBgn0010315	FBtr0300393	FBpp0289622		Q9GTQ8
CYCD	FBgn0010315	FBtr0300393	FBpp0289622		Q24158
CYCD	FBgn0010315	FBtr0300393	FBpp0289622		Q7KUZ5
CYCD	FBgn0010315	FBtr0300391	FBpp0289620		Q7KUZ5
CYCD	FBgn0010315	FBtr0300392	FBpp0289621		Q7KUZ5
TTLL3A	FBgn0031854	FBtr0079305	FBpp0078935	Q9VM91
PRX6005	FBgn0031479	FBtr0077684	FBpp0077368		H0RNE1
PRX6005	FBgn0031479	FBtr0077684	FBpp0077368		Q95SB0
PRX6005	FBgn0031479	FBtr0077684	FBpp0077368		Q9GPQ2
PRX6005	FBgn0031479	FBtr0077684	FBpp0077368		Q9VQI7
S2P	FBgn0033656	FBtr0088063	FBpp0087169		Q7JZ56
CG2765	FBgn0035087	FBtr0113118	FBpp0112031		Q9W0X5
CG2765	FBgn0035087	FBtr0308687	FBpp0300893		Q9W0X5
CG2765	FBgn0035087	FBtr0113119	FBpp0112032		Q9W0X5
CG2765	FBgn0035087	FBtr0308686	FBpp0300892		Q7JRE5
CG2765	FBgn0035087	FBtr0308686	FBpp0300892		Q9W0X5
CG17819	FBgn0038915	FBtr0084152	FBpp0083550		Q9VD65
CDK4	FBgn0016131	FBtr0087104	FBpp0086251		Q7K306
CDK4	FBgn0016131	FBtr0087102	FBpp0086249		Q7K306
CDK4	FBgn0016131	FBtr0345340	FBpp0311495		D5AEN4
CDK4	FBgn0016131	FBtr0345340	FBpp0311495		Q94877
CDK4	FBgn0016131	FBtr0345340	FBpp0311495		Q7K306
CDK4	FBgn0016131	FBtr0340063	FBpp0309069		Q7K306
CDK4	FBgn0016131	FBtr0087103	FBpp0086250		Q7K306
CG33643	FBgn0053643	FBtr0091620	FBpp0090986		Q4ABF8
CG6723	FBgn0037895	FBtr0082405	FBpp0081881		Q8SXL4
CG6723	FBgn0037895	FBtr0082405	FBpp0081881		Q9VGP3
APC	FBgn0015589	FBtr0085351	FBpp0084720		Q9VAS9
APC	FBgn0015589	FBtr0336767	FBpp0307743		A0A126GV30
APC	FBgn0015589	FBtr0336767	FBpp0307743		P91667
APC	FBgn0015589	FBtr0336767	FBpp0307743		Q9VAS9
SFP65A	FBgn0259969	FBtr0300314	FBpp0289542		B4ZJA2
ERF1	FBgn0036974	FBtr0331818	FBpp0304202		M9PFR9
ERF1	FBgn0036974	FBtr0078174	FBpp0077832	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0078177	FBpp0077835	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0078175	FBpp0077833	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0078173	FBpp0077831	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0078178	FBpp0077836	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0331817	FBpp0304201	Q9VPH7	D1Z373
ERF1	FBgn0036974	FBtr0331817	FBpp0304201	Q9VPH7	M9PD27
ERF1	FBgn0036974	FBtr0078176	FBpp0077834	Q9VPH7	D1Z373
CG8323	FBgn0033903	FBtr0087521	FBpp0086650		Q7JZE8
CG13058	FBgn0036610	FBtr0075372	FBpp0075131		F7VJU8
CG13058	FBgn0036610	FBtr0075372	FBpp0075131		Q9VV35
ACXD	FBgn0040507	FBtr0332662	FBpp0304908		M9PE08
ACXD	FBgn0040507	FBtr0072874	FBpp0072753		Q8IGU9
ACXD	FBgn0040507	FBtr0072874	FBpp0072753		Q9NJ99
ACXD	FBgn0040507	FBtr0072874	FBpp0072753		M9PE08
