Gene stable ID	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene name
WBGene00008302	183785		J7RNJ4	pals-38
WBGene00008303	183786		Q18829	C54D10.9
WBGene00008304	183787		G5EBJ3	C54D10.10
WBGene00008307	183792		O45313	ncs-5
WBGene00008307	183792		D5MCU2	ncs-5
WBGene00008308	183793		Q9XVB5	C54E10.3
WBGene00008309	183795		O45315	nhr-170
WBGene00008310	180228		O45316	C54E10.6
WBGene00008311	172581	Q18846		rskn-2
WBGene00008311	172581	Q18846		rskn-2
WBGene00008311	172581		A0A2K5ATN2	rskn-2
WBGene00008311	172581		A0A2K5ATM0	rskn-2
WBGene00008312	172580		Q18847	C54G4.2
WBGene00008313	183812		Q18848	C54G4.3
WBGene00008314	172579		Q18849	C54G4.4
WBGene00008315	172578		Q18850	C54G4.5
WBGene00008316	183813		Q18851	dod-18
WBGene00008317	3565589		Q18852	C54G4.7
WBGene00008317	3565589		Q18852	C54G4.7
WBGene00008317	3565589		Q18852	C54G4.7
WBGene00008318	172583		Q18854	C54G4.9
WBGene00008319	183818		Q18842	C54G10.1
WBGene00008320	179969		Q18844	slc-25A29
WBGene00008320	179969		Q18844	slc-25A29
WBGene00008320	179969		Q8I4M0	slc-25A29
WBGene00008320	179969		Q8I4M0	slc-25A29
WBGene00008320	179969		M1ZJU4	slc-25A29
WBGene00008321	183822		O17711	C55A1.1
WBGene00008322	183825		G5EG82	C55A1.4
WBGene00008323	183827		O17712	C55A1.6
WBGene00008324	183828		G5EG82	C55A1.7
WBGene00008326	183823		Q86GC4	C55A1.11
WBGene00008327	3565821		Q7YTQ2	srz-44
WBGene00008330	179580		O17719	C55A6.1
WBGene00008330	179580		O17719	C55A6.1
WBGene00008330	179580		O17719	C55A6.1
WBGene00008331	179582	E9P886		ttll-5
WBGene00008331	179582	E9P886		ttll-5
WBGene00008332	183832		P90778	C55A6.3
WBGene00008332	183832		P90778	C55A6.3
WBGene00008333	183833		P90779	C55A6.4
WBGene00008334	183834		P90780	sdz-8
WBGene00008335	183835		O17721	C55A6.6
WBGene00008336	183836		P90781	C55A6.7
WBGene00008338	179583	P90783		pafo-1
WBGene00008339	179581		Q8WQF9	C55A6.10
WBGene00008339	179581		E9P885	C55A6.10
WBGene00008339	179581		A0A486WVH5	C55A6.10
WBGene00008340	3565906		Q7YX68	C55A6.11
WBGene00008341	179835		Q18878	ttr-44
WBGene00008341	179835		E3W741	ttr-44
WBGene00008342	183856		Q18876	frpr-5
WBGene00008342	183856		D0FY26	frpr-5
WBGene00008342	183856		E3W742	frpr-5
WBGene00008342	183856		K8F7R9	frpr-5
WBGene00008343	179836		Q18875	C56A3.4
WBGene00008343	179836		B5U8M8	C56A3.4
WBGene00008344	183857		Q18877	C56A3.5
WBGene00008345	179837		Q18874	C56A3.6
WBGene00008345	179837		D7SFN6	C56A3.6
WBGene00008345	179837		D9N138	C56A3.6
WBGene00008345	179837		D9N139	C56A3.6
WBGene00008345	179837		A0A486WVK8	C56A3.6
WBGene00008345	179837		A0A486WWU3	C56A3.6
WBGene00008346	179839		O45318	C56A3.8
WBGene00008346	179839		O45318	C56A3.8
WBGene00008346	179839		H2L2D3	C56A3.8
WBGene00008346	179839		H2L2D3	C56A3.8
WBGene00008348	175439	Q09292		C56G7.3
WBGene00008348	175439		A0A0K3AU43	C56G7.3
WBGene00008348	175439		A0A0K3AR87	C56G7.3
WBGene00008352	183881		A4F303	fbxa-6
WBGene00008353	181547		O62124	D1025.1
WBGene00008354	183902		O62122	gcsh-1
WBGene00008355	183903		O62123	fbxa-141
WBGene00008356	181549		G5ECP8	nspc-20
WBGene00008357	183904		G5ECP8	nspc-16
WBGene00008358	259734		Q8MQ91	nspc-18
WBGene00008359	181548		G5ECN6	nspc-17
WBGene00008360	3565534		G5ECN6	nspc-19
WBGene00008361	174777		G5EDW9	ints-7
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		Q18937	cfim-2
WBGene00008362	177710		C1P629	cfim-2
WBGene00008362	177710		C6KRJ2	cfim-2
WBGene00008362	177710		C6KRJ2	cfim-2
WBGene00008362	177710		C6KRJ2	cfim-2
WBGene00008362	177710		C6KRJ2	cfim-2
WBGene00008362	177710		C6KRJ2	cfim-2
WBGene00008362	177710		I7KSC2	cfim-2
WBGene00008363	183908		Q18933	D1046.2
WBGene00008364	177711		Q18934	slc-25A26
WBGene00008365	183909		Q18935	D1046.4
WBGene00008366	259586	Q18936		tpra-1
WBGene00008366	259586	Q18936		tpra-1
WBGene00008367	183912		Q18939	D1053.2
WBGene00008368	183913		Q18940	D1053.3
WBGene00008368	183913		Q18940	D1053.3
WBGene00008369	3565729		Q7YX64	D1053.4
WBGene00008370	179492		Q18948	D1054.1
WBGene00008371	179494		Q18949	D1054.3
WBGene00008371	179494		J7RNI7	D1054.3
WBGene00008372	183914		Q18945	D1054.5
WBGene00008375	183917		Q18946	D1054.8
WBGene00008376	179495		Q18951	D1054.9
WBGene00008376	179495		Q9XVV1	D1054.9
WBGene00008376	179495		Q8I4L9	D1054.9
WBGene00008376	179495		Q564Z7	D1054.9
WBGene00008376	179495		Q564Z6	D1054.9
WBGene00008376	179495		H9G2X7	D1054.9
WBGene00008376	179495		H9G2X5	D1054.9
WBGene00008376	179495		H9G2X4	D1054.9
WBGene00008376	179495		H9G2X6	D1054.9
WBGene00008377	179496		Q18943	D1054.10
WBGene00008378	179497		Q18947	ule-3
WBGene00008379	179498	Q18953		secs-1
WBGene00008379	179498	Q18953		secs-1
WBGene00008380	179499		Q18942	prp-38
WBGene00008381	42101339		Q18956	D1081.3
WBGene00008382	183928		Q18957	D1081.4
WBGene00008383	183929		Q18958	D1081.5
WBGene00008384	183930		Q18959	D1081.6
WBGene00008384	183930		Q18959	D1081.6
WBGene00008385	172638		A5Z2T6	lotr-1
WBGene00008386	172639		G5EFC4	cdc-5L
WBGene00008387	172637	Q9U3L0		zhp-2
WBGene00008388	179909		O17726	D1086.1
WBGene00008389	183931		O17727	D1086.2
WBGene00008389	183931		B5U8P1	D1086.2
WBGene00008390	179907		O17725	D1086.3
WBGene00008392	183933		O17728	D1086.5
WBGene00008393	179904		O17729	D1086.6
WBGene00008394	183934		O62125	D1086.7
WBGene00008395	179908		Q7YX57	D1086.8
WBGene00008395	179908		E1B6V3	D1086.8
WBGene00008396	179910		G5ED64	D1086.9
WBGene00008397	172543		Q93412	D2005.1
WBGene00008398	183935	Q93408		D2005.3
WBGene00008399	172545		Q93410	D2005.4
WBGene00008399	172545		Q93410	D2005.4
WBGene00008399	172545		Q93410	D2005.4
WBGene00008400	172546		Q93413	drh-3
WBGene00008401	183936		Q93411	D2005.6
WBGene00008402	174475	Q18964		wdfy-2
WBGene00008403	174474		Q18963	csa-1
WBGene00008404	174477		Q18966	wbp-2
WBGene00008405	174480	Q09512		ttll-12
WBGene00008407	183945		P90785	D2023.3
WBGene00008407	183945		E0AHC8	D2023.3
WBGene00008408	183946	O17731		D2023.4
WBGene00008409	179617	O17730		mpst-1
WBGene00008410	179618		O17735	D2023.6
WBGene00008411	172510		P90787	mans-1
WBGene00008412	172511		P90788	D2030.2
WBGene00008412	172511		P90788	D2030.2
WBGene00008412	172511		Q7YTG7	D2030.2
WBGene00008413	172512		P90790	D2030.3
WBGene00008414	172513	P90789		D2030.4
WBGene00008415	172514		G5EEG4	mce-1
WBGene00008417	172516		P90792	D2030.7
WBGene00008418	172517		P90793	D2030.8
WBGene00008418	172517		P90793	D2030.8
WBGene00008419	172518	P90794		wdr-23
WBGene00008419	172518	P90794		wdr-23
WBGene00008419	172518	P90794		wdr-23
WBGene00008419	172518		C6KRL4	wdr-23
WBGene00008419	172518		S6FN32	wdr-23
WBGene00008419	172518		S6FWQ6	wdr-23
WBGene00008420	266841		Q8MQ89	D2030.11
WBGene00008420	266841		Q8MQ89	D2030.11
WBGene00008421	3565410		Q7YTQ0	D2030.12
WBGene00008421	3565410		Q7YTQ0	D2030.12
WBGene00008422	176464		Q18983	ecps-1
WBGene00008423	183952		Q18984	D2045.5
WBGene00008424	183953		Q18988	D2045.7
WBGene00008424	183953		Q18988	D2045.7
WBGene00008425	176468		Q18986	D2045.8
WBGene00008426	3565069		Q18989	D2045.9
WBGene00008426	3565069		Q18989	D2045.9
WBGene00008426	3565069		Q18989	D2045.9
WBGene00008427	183959		Q18991	atg-10
WBGene00008428	174387		Q18994	eif-2Bepsilon
WBGene00008429	174388	O17736		etc-1
WBGene00008430	3564922		G5ECF5	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EG57	hgap-2
WBGene00008430	3564922		G5EGJ0	hgap-2
WBGene00008430	3564922		H9G2Q2	hgap-2
WBGene00008430	3564922		H9G2Q3	hgap-2
WBGene00008430	3564922		H9G2Q4	hgap-2
WBGene00008430	3564922		H9G2Q7	hgap-2
WBGene00008430	3564922		H9G2Q7	hgap-2
WBGene00008430	3564922		H9G2Q7	hgap-2
WBGene00008430	3564922		H9G2Q8	hgap-2
WBGene00008430	3564922		H9G2Q5	hgap-2
WBGene00008430	3564922		H9G2Q6	hgap-2
WBGene00008430	3564922		A0A1I6CM66	hgap-2
WBGene00008430	3564922		A0A1I6CM55	hgap-2
WBGene00008430	3564922		A0A1I6CM80	hgap-2
WBGene00008431	174386		Q18993	piga-1
WBGene00008432	183960		Q18995	D2085.7
WBGene00008433	183961		Q18997	marc-2
WBGene00008434	183962		Q18998	D2089.3
WBGene00008435	174282	Q19013		glna-2
WBGene00008435	174282		A0A0S4XRA9	glna-2
WBGene00008435	174282		A0A0S4XRH7	glna-2
WBGene00008435	174282		A0A0S4XRH7	glna-2
WBGene00008435	174282		A0A0S4XRH7	glna-2
WBGene00008435	174282		A0A0S4XRH7	glna-2
WBGene00008436	174283		Q19014	DH11.2
WBGene00008438	3565199		G5EFC6	DH11.5
WBGene00008438	3565199		Q8I4L8	DH11.5
WBGene00008438	3565199		G5EDP5	DH11.5
WBGene00008438	3565199		Q19016	DH11.5
WBGene00008439	183975		O45323	mfb-1
WBGene00008440	259387		G5EGC1	DY3.8
WBGene00008441	180175		G5EBW2	usp-50
WBGene00008441	180175		G5EBW2	usp-50
WBGene00008442	183980		Q9U3K8	E01B7.2
WBGene00008443	183981	Q8I0P7		pde-3
WBGene00008443	183981	Q8I0P7		pde-3
WBGene00008443	183981	Q8I0P7		pde-3
WBGene00008443	183981	Q8I0P7		pde-3
WBGene00008443	183981	Q8I0P7		pde-3
WBGene00008443	183981		U4PBS8	pde-3
WBGene00008443	183981		U4PM84	pde-3
WBGene00008443	183981		U4PRI1	pde-3
WBGene00008443	183981		U4PEM9	pde-3
WBGene00008443	183981		U4PBF4	pde-3
WBGene00008444	174986		A0A168H1X0	tbc-14
WBGene00008444	174986		A0A164D380	tbc-14
WBGene00008446	174988		O02237	E01G4.3
WBGene00008446	174988		B7WNA5	E01G4.3
WBGene00008446	174988		H2L2J4	E01G4.3
WBGene00008447	174989		O17740	E01G4.5
WBGene00008448	174990		G5EDV0	E01G4.6
WBGene00008449	181387		Q19021	E01G6.1
WBGene00008450	181386		Q19022	E01G6.2
WBGene00008451	181385		G5EC03	cest-3
WBGene00008452	179721	Q93425		mrps-5
WBGene00008453	179722		P90802	E02A10.3
WBGene00008453	179722		H2L2E7	E02A10.3
WBGene00008453	179722		H2L2E6	E02A10.3
WBGene00008453	179722		A0A2C9C3L3	E02A10.3
WBGene00008453	179722		A0A2C9C2Z8	E02A10.3
WBGene00008453	179722		A0A2C9C351	E02A10.3
WBGene00008454	259342		Q8I4L7	E02A10.4
WBGene00008455	183993	Q09522		E02H1.1
WBGene00008456	174508	Q09523		eral-1
WBGene00008457	174510	Q09526		E02H1.5
WBGene00008458	174511	Q09527		E02H1.6
WBGene00008459	3565796		Q7YX52	mrpl-53
WBGene00008460	183994		A0A3B1E509	E02H4.2
WBGene00008460	183994		A0A3B1DR57	E02H4.2
WBGene00008462	183995	Q19040		E02H4.4
WBGene00008463	183996		Q19041	E02H4.5
WBGene00008464	183997		G5EFL7	E02H4.6
WBGene00008470	184017		O17743	E03H4.2
WBGene00008471	184018		O17747	E03H4.3
WBGene00008472	184019		O17744	E03H4.4
WBGene00008473	184020		O17745	E03H4.5
WBGene00008474	184021	O17748		nhr-174
WBGene00008475	184022		O17749	oac-13
WBGene00008476	184023		O17742	E03H4.8
WBGene00008476	184023		O17742	E03H4.8
WBGene00008477	173111		O17741	clec-17
WBGene00008478	184024		O17750	E03H4.11
WBGene00008479	184025		O17751	glct-2
WBGene00008480	174606	Q19052		eif-2A
WBGene00008480	174606	Q19052		eif-2A
WBGene00008481	184036		Q19055	E04D5.2
WBGene00008482	184037	Q19053		cut-4
WBGene00008483	184038		G5ECJ2	E04D5.4
WBGene00008483	184038		G5EEJ8	E04D5.4
WBGene00008484	259462		Q7YX46	E04D5.5
WBGene00008485	184052		O17756	ugt-43
WBGene00008485	184052		D5MCT5	ugt-43
WBGene00008486	177939		O17757	ugt-44
WBGene00008488	177941		O17753	F01D4.5
WBGene00008488	177941		Q95QN4	F01D4.5
WBGene00008488	177941		Q95QN4	F01D4.5
WBGene00008488	177941		Q95QN4	F01D4.5
WBGene00008489	184054	O02241		srb-17
WBGene00008490	184055		G5EF21	F01D4.8
WBGene00008491	3564773		Q7YTQ3	bgnt-1.1
WBGene00008492	175049		Q9XVB1	F01D5.1
WBGene00008493	184056		Q9XVB0	F01D5.2
WBGene00008494	184057		Q9XVB4	F01D5.3
WBGene00008495	184058		Q9XVA9	F01D5.5
WBGene00008496	175050		Q9XVA8	F01D5.6
WBGene00008497	175051		Q9XVB2	F01D5.7
WBGene00008497	175051		Q7JKU8	F01D5.7
WBGene00008498	175052		Q9XVA7	F01D5.8
WBGene00008499	175053		Q9XVA6	cyp-37A1
WBGene00008499	175053		Q9XVA6	cyp-37A1
WBGene00008500	184059		Q9XVA5	F01D5.10
WBGene00008500	184059		Q9XVA5	F01D5.10
WBGene00008502	178017		Q19103	skih-2
WBGene00008502	178017		Q19103	skih-2
WBGene00008503	178018		Q19104	F01G4.4
WBGene00008503	178018		I2HAE5	F01G4.4
WBGene00008504	178019		Q93438	pigq-1
WBGene00008505	178020	P40614		F01G4.6
WBGene00008505	178020		G5ECU3	F01G4.6
WBGene00008506	177906		O17759	tkt-1
WBGene00008507	184066		O17765	F01G10.4
WBGene00008508	177904		O17763	F01G10.5
WBGene00008509	184067		O17764	F01G10.6
WBGene00008510	184068		O17766	lipl-7
WBGene00008511	177909		O17767	F01G10.9
WBGene00008512	177907		O17768	F01G10.10
WBGene00008513	184071	P34380		F02A9.1
WBGene00008514	176285	P34384		mrpl-44
WBGene00008515	181461		Q19107	F02C12.1
WBGene00008516	184076		Q19108	F02C12.2
WBGene00008517	181460		Q19109	F02C12.3
WBGene00008518	184077		Q19110	irld-2
WBGene00008519	181462	O17624		cyp-13B1
WBGene00008520	184078		Q19118	F02D8.1
WBGene00008521	179994		G5EC96	F02D8.4
WBGene00008522	3565387		Q7YX51	nlp-59
WBGene00008523	184082		Q19112	F02D10.2
WBGene00008524	184083		Q19113	F02D10.3
WBGene00008526	184085		Q19116	F02D10.6
WBGene00008527	184086		Q19117	set-8
WBGene00008528	184093		O01314	F02E9.1
WBGene00008529	184094		O01317	F02E9.3
WBGene00008530	172629		O17769	F02E9.5
WBGene00008530	172629		A5Z2V8	F02E9.5
WBGene00008531	172627		O01320	F02E9.7
WBGene00008531	172627		O01320	F02E9.7
WBGene00008532	172631		Q9U3K7	dpt-1
WBGene00008532	172631		Q9U3K7	dpt-1
WBGene00008532	172631		G5ECW7	dpt-1
WBGene00008533	172630		Q95QM9	F02E9.10
WBGene00008533	172630		Q95QM9	F02E9.10
WBGene00008533	172630		Q564V0	F02E9.10
WBGene00008533	172630		A5Z2V7	F02E9.10
WBGene00008535	184102		G5EFJ5	F02H6.2
WBGene00008536	178373		O62132	F02H6.3
WBGene00008536	178373		Q95ZW5	F02H6.3
WBGene00008536	178373		O62132	F02H6.3
WBGene00008538	178374		O62133	sqrd-1
WBGene00008538	178374		C6KRP5	sqrd-1
WBGene00008538	178374		C6KRP6	sqrd-1
WBGene00008538	178374		M1ZJZ0	sqrd-1
WBGene00008538	178374		M1ZJU1	sqrd-1
WBGene00008538	178374		A0A061ADY3	sqrd-1
WBGene00008539	184104		O62134	F02H6.6
WBGene00008540	184105		O62135	F02H6.7
WBGene00008541	172489		Q19138	F07A5.2
WBGene00008542	184107		Q19140	scav-6
WBGene00008543	172490		Q19137	F07A5.4
WBGene00008545	184110		Q19129	F07A11.1
WBGene00008546	174778		Q19130	gfat-1
WBGene00008546	174778		Q19130	gfat-1
WBGene00008546	174778		Q95QM8	gfat-1
WBGene00008547	174780		Q19132	F07A11.4
WBGene00008547	174780		Q19132	F07A11.4
WBGene00008547	174780		I2HA92	F07A11.4
WBGene00008548	174781		Q19133	F07A11.5
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008549	174782	G5EGK6		din-1
WBGene00008550	3565686		Q7YX45	F07B10.4
WBGene00008550	3565686		G3MU36	F07B10.4
WBGene00008551	3565335		Q6BET0	lgc-36
WBGene00008552	3565162		Q6BES9	srsx-31
WBGene00008553	184137		Q19159	F07C6.2
WBGene00008554	184138		Q19158	F07C6.3
WBGene00008555	178235		Q8I093	F07C6.4
WBGene00008555	178235		G5ECX1	F07C6.4
WBGene00008555	178235		G5ECS7	F07C6.4
WBGene00008555	178235		G5ECS7	F07C6.4
WBGene00008555	178235		G5ECW4	F07C6.4
WBGene00008555	178235		G5EGL0	F07C6.4
WBGene00008555	178235		A0A061ACE0	F07C6.4
WBGene00008555	178235		A0A061AIT4	F07C6.4
WBGene00008555	178235		A0A061AKJ3	F07C6.4
WBGene00008556	184140		Q19164	F07D3.3
WBGene00008557	184163		Q19176	F07H5.6
WBGene00008558	184164		Q19181	F07H5.7
WBGene00008559	174407		Q19182	F07H5.8
WBGene00008560	184165		Q19175	pho-13
WBGene00008561	174408		Q19174	F07H5.10
WBGene00008563	174406		Q95QM7	F07H5.13
WBGene00008564	173162	O62140		acox-1.1
WBGene00008564	173162	O62140		acox-1.1
WBGene00008564	173162	O62140		acox-1.1
WBGene00008564	173162	O62140		acox-1.1
WBGene00008564	173162	O62140		acox-1.1
WBGene00008565	173163	O62137		acox-1.2
WBGene00008566	184167	O62138		acox-1.3
WBGene00008567	173164	O62139		acox-1.4
WBGene00008568	184168	A5Z2X3		F08A8.5
WBGene00008568	184168	A5Z2X3		F08A8.5
WBGene00008569	173165		G5EDX9	fbxa-101
WBGene00008570	172602		G5EGU5	kcnl-2
WBGene00008570	172602		Q8I4G5	kcnl-2
WBGene00008570	172602		Q8I4G4	kcnl-2
WBGene00008570	172602		G5EEU0	kcnl-2
WBGene00008570	172602		G5ECI3	kcnl-2
WBGene00008570	172602		G5EBM2	kcnl-2
WBGene00008570	172602		G5EBM2	kcnl-2
WBGene00008570	172602		G5ECM0	kcnl-2
WBGene00008570	172602		G5EDA9	kcnl-2
WBGene00008570	172602		K7STE9	kcnl-2
WBGene00008570	172602		V6CLK4	kcnl-2
WBGene00008570	172602		V6CLJ1	kcnl-2
WBGene00008571	181330		Q19188	prmn-1
WBGene00008572	181333		B6VQ74	F08B12.4
WBGene00008572	181333	Q19191		F08B12.4
WBGene00008572	181333		H9G2R5	F08B12.4
WBGene00008572	181333		H9G2R8	F08B12.4
WBGene00008572	181333		H9G2R2	F08B12.4
WBGene00008572	181333		H9G2R9	F08B12.4
WBGene00008572	181333		H9G2R0	F08B12.4
WBGene00008572	181333		H9G2R1	F08B12.4
WBGene00008572	181333		H9G2S0	F08B12.4
WBGene00008574	184183		Q9XXP2	srbc-61
WBGene00008575	184188		Q9XXP4	scl-24
WBGene00008576	175035	Q9XVA4		F08G2.4
WBGene00008577	184201		Q9XVA3	F08G2.5
WBGene00008578	175036		Q9XVA2	F08G2.7
WBGene00008579	184202		Q9XVA0	F08G2.8
WBGene00008580	178192		Q19220	dsb-1
WBGene00008580	178192		D4PH99	dsb-1
WBGene00008580	178192		A0A061ADZ9	dsb-1
WBGene00008581	184203		Q19221	acl-13
WBGene00008581	184203		A0A061ACQ5	acl-13
WBGene00008582	184204		Q19219	F08G5.3
WBGene00008582	184204		Q7JLR4	F08G5.3
WBGene00008582	184204		A0A061AJ82	F08G5.3
WBGene00008582	184204		A0A061AKW6	F08G5.3
WBGene00008583	184205		Q19222	ugt-65
WBGene00008583	184205		Q19222	ugt-65
WBGene00008583	184205		Q19222	ugt-65
WBGene00008583	184205		A0A061ACT8	ugt-65
WBGene00008584	184206		Q19223	irg-4
WBGene00008585	181320		Q19210	F08G12.1
WBGene00008586	181319		Q19211	snrp-40.1
WBGene00008587	184210		Q19212	F08G12.3
WBGene00008588	184211		Q19214	F08G12.5
WBGene00008589	184213		Q19216	nlp-57
WBGene00008590	179950		Q19225	F08H9.2
WBGene00008591	184214		Q19227	F08H9.3
WBGene00008592	184215		Q19228	F08H9.4
WBGene00008592	184215		N1NV13	F08H9.4
WBGene00008593	184216		Q19231	clec-227
WBGene00008594	179951		Q19229	clec-57
WBGene00008595	179953		Q19230	clec-56
WBGene00008596	184217		Q19226	clec-54
WBGene00008597	184218		G5EDN7	clec-55
WBGene00008598	184219		Q19235	spin-3
WBGene00008599	181440	Q19238		F09A5.2
WBGene00008599	181440	Q19238		F09A5.2
WBGene00008600	184220		D2YW06	F09A5.3
WBGene00008600	184220		D2YW07	F09A5.3
WBGene00008601	181441		Q19237	mob-2
WBGene00008601	181441		Q7JLW3	mob-2
WBGene00008601	181441		Q7JLW3	mob-2
WBGene00008601	181441		G5ECT9	mob-2
WBGene00008601	181441		Q8MQ85	mob-2
WBGene00008601	181441		Q8MQ84	mob-2
WBGene00008601	181441		F5GUA6	mob-2
WBGene00008602	181226		Q19239	oac-14
WBGene00008602	181226		A0A0K3AWB0	oac-14
WBGene00008603	184221		G5EE90	F09B9.4
WBGene00008604	259721		Q7YX44	F09B9.5
WBGene00008605	181607		Q9U3K3	mlt-9
WBGene00008605	181607		Q9U3K4	mlt-9
WBGene00008606	181606		O62144	dhhc-1
WBGene00008607	181605	O62146		F09B12.3
WBGene00008609	184225		G5EBV9	F09B12.5
WBGene00008610	184226		O17773	F09C3.2
WBGene00008610	184226		O17773	F09C3.2
WBGene00008611	184227		O17774	fbxb-68
WBGene00008612	184228		G5EDX6	fbxa-103
WBGene00008613	184229		Q9NAQ7	fbxb-69
WBGene00008615	180128		O45327	ifas-2
WBGene00008616	184231		O45329	fbxa-44
WBGene00008617	184232		K8ESH8	F09C6.3
WBGene00008618	184233		O45333	fbxa-45
WBGene00008619	184235		O45328	nhr-262
WBGene00008620	184236		Q9XV99	F09C6.10
WBGene00008621	181691		O01300	F09C8.1
WBGene00008622	181690		O01299	F09C8.2
WBGene00008623	184245		H2L2B6	spe-43
WBGene00008623	184245		H2L2B7	spe-43
WBGene00008624	178267	Q19267		crld-1
WBGene00008624	178267	Q19267		crld-1
WBGene00008624	178267	Q19267		crld-1
WBGene00008624	178267	Q19267		crld-1
WBGene00008625	184246		Q93444	scl-14
WBGene00008626	3565694		Q7YTR0	nlp-79
WBGene00008627	179880	P90820		hpx-2
WBGene00008628	184253		O17776	ttr-21
WBGene00008629	179881		G5EG54	cpt-5
WBGene00008630	184255		P90822	nhr-175
WBGene00008631	184272		O45334	F10A3.1
WBGene00008632	184273		O45335	fbxa-88
WBGene00008633	184274		O45336	fbxa-18
WBGene00008634	180084		Q8I4L6	F10A3.4
WBGene00008634	180084		Q8I4L6	F10A3.4
WBGene00008636	184280		O45342	F10A3.11
WBGene00008637	184281		O45343	F10A3.12
WBGene00008639	184284	Q09305		F10B5.2
WBGene00008640	184285		Q09534	F10B5.3
WBGene00008641	174313	Q09535		pch-2
WBGene00008642	174310		Q9U3K2	ints-11
WBGene00008643	3565047		Q7YX41	tmem-138
WBGene00008644	179650		G5EDY7	F10C2.3
WBGene00008645	179652	P90829		F10C2.4
WBGene00008646	179653		P90830	F10C2.5
WBGene00008647	184290		P90832	F10C2.7
WBGene00008648	172633		O17777	F10D11.2
WBGene00008649	184298		O17778	F10D11.3
WBGene00008650	184299		O17780	F10D11.4
WBGene00008651	172634		O17779	F10D11.5
WBGene00008652	172635		H9G2Z8	F10D11.6
WBGene00008652	172635		H9G2Z9	F10D11.6
WBGene00008654	175608	Q19311		pfas-1
WBGene00008655	184306		Q19310	lips-3
WBGene00008656	184307		Q19312	lron-5
WBGene00008659	184310		Q19313	clec-151
WBGene00008659	184310		Q19313	clec-151
WBGene00008660	184311		Q19315	clec-153
WBGene00008661	184322		G8JZG5	F10G8.1
WBGene00008661	184322		I2HAD7	F10G8.1
WBGene00008661	184322		I2HAD7	F10G8.1
WBGene00008661	184322		I2HAD7	F10G8.1
WBGene00008662	184323		Q93453	F10G8.2
WBGene00008663	184324	G5EGU2		eak-6
WBGene00008663	184324	G5EGU2		eak-6
WBGene00008664	172868	Q93459		nubp-1
WBGene00008665	172867		Q93456	ercc-1
WBGene00008665	172867		Q93456	ercc-1
WBGene00008666	172870		G5EG76	F10G8.8
WBGene00008666	172870		G5EE23	F10G8.8
WBGene00008667	172869		Q93458	F10G8.9
WBGene00008667	172869		Q93458	F10G8.9
WBGene00008667	172869		Q6A1T5	F10G8.9
WBGene00008669	179330		Q19339	acs-14
WBGene00008670	179331		G5EFF9	eif-2Bdelta
WBGene00008670	179331		G5EG28	eif-2Bdelta
WBGene00008671	184330		O17788	F11A5.3
WBGene00008672	184331		O17789	F11A5.4
WBGene00008673	184332		O17784	F11A5.5
WBGene00008673	184332		A5JYZ0	F11A5.5
WBGene00008675	184334		O17791	irld-26
WBGene00008676	184335		O17792	oac-15
WBGene00008677	180085		O17785	F11A5.9
WBGene00008678	184337	O17795		stdh-2
WBGene00008679	260097		O17783	F11A5.13
WBGene00008680	3565598		Q7YTP5	F11A5.15
WBGene00008681	184340		O62149	scrm-4
WBGene00008682	178146	P54816		lex-1
WBGene00008682	178146	P54816		lex-1
WBGene00008683	178147		Q19335	repo-1
WBGene00008684	178150		Q19336	mig-32
WBGene00008684	178150		D3YT24	mig-32
WBGene00008685	178153	Q19338		mon-2
WBGene00008685	178153	Q19338		mon-2
WBGene00008686	178152	Q19337		F11A10.5
WBGene00008686	178152	Q19337		F11A10.5
WBGene00008687	178149		Q9U3K1	F11A10.6
WBGene00008687	178149		Q9U3K1	F11A10.6
WBGene00008687	178149		E1B6R9	F11A10.6
WBGene00008688	178148		Q95QL3	rbm-34
WBGene00008690	184341		Q19342	F11C1.1
WBGene00008690	184341		Q19342	F11C1.1
WBGene00008691	181430		Q19343	mff-1
WBGene00008692	181429		Q19344	scav-4
WBGene00008693	184342		Q19347	F11C1.4
WBGene00008694	181431		Q19346	vwa-8
WBGene00008694	181431		Q19346	vwa-8
